stateUt _code,stateUt,constituencyNo,constituencyName,candidateName,partyNames,votes,status
S01,Andhra Pradesh,1,Araku,GUMMA THANUJA RANI,Yuvajana Sramika Rythu Congress Party,477005,Won
S01,Andhra Pradesh,1,Araku,KOTHAPALLI GEETHA,Bharatiya Janata Party,426425,Lost
S01,Andhra Pradesh,1,Araku,APPALANARASA PACHIPENTA,Communist Party of India (Marxist),123129,Lost
S01,Andhra Pradesh,1,Araku,AVASHYA LAHARI . VARAM,Bahujan Samaj Party,25750,Lost
S01,Andhra Pradesh,1,Araku,SAMAREDDY BALAKRISHNA,Independent,9535,Lost
S01,Andhra Pradesh,1,Araku,NIMMAKA JAYARAJU,Independent,9462,Lost
S01,Andhra Pradesh,1,Araku,ATHIDHI,Independent,8136,Lost
S01,Andhra Pradesh,1,Araku,CHANTI BADNAINA,Jai Bharat National Party,7252,Lost
S01,Andhra Pradesh,1,Araku,MOTTADAM . RAJABABU,Bharat Adivasi Party,6766,Lost
S01,Andhra Pradesh,1,Araku,RANJITH KUMAR PALAKA,Independent,6047,Lost
S01,Andhra Pradesh,1,Araku,MANDALA GIRIDHARA RAO,Independent,4967,Lost
S01,Andhra Pradesh,1,Araku,RAMBABU JALLI,Telugu Rajadhikara Samiti Party,4959,Lost
S01,Andhra Pradesh,1,Araku,VUYAKA NIREEKSHAN (V. CHENCHU),India Praja Bandhu Party,4542,Lost
S01,Andhra Pradesh,1,Araku,NOTA,NOTA,50470,NOTA
S01,Andhra Pradesh,10,Eluru,PUTTA MAHESH KUMAR,Telugu Desam,746351,Won
S01,Andhra Pradesh,10,Eluru,KARUMURI SUNIL KUMAR,Yuvajana Sramika Rythu Congress Party,564494,Lost
S01,Andhra Pradesh,10,Eluru,KAVURI LAVANYA,Indian National Congress,20826,Lost
S01,Andhra Pradesh,10,Eluru,AJAY BABU BODA,Navarang Congress Party,12210,Lost
S01,Andhra Pradesh,10,Eluru,NITTA AKHILA DHARANI PAL,Bahujan Samaj Party,6732,Lost
S01,Andhra Pradesh,10,Eluru,BOKINALA KOTESWARA RAO,Independent,2263,Lost
S01,Andhra Pradesh,10,Eluru,RUDRAPAKA RATNA RAO (R.R.R),Andhra Rastra Praja Samithi,1526,Lost
S01,Andhra Pradesh,10,Eluru,KANDAVALLI JEEVA DEVA DAYAKAR,Independent,1180,Lost
S01,Andhra Pradesh,10,Eluru,AGASTEEN KOMMINA,Independent,1004,Lost
S01,Andhra Pradesh,10,Eluru,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),Liberation Congress Party,786,Lost
S01,Andhra Pradesh,10,Eluru,RAJESWARA RAO KONDRU,Bharatheeya Jawan Kisan Party,732,Lost
S01,Andhra Pradesh,10,Eluru,GODUGUPATI VEERA RAGHAVULU,Pyramid Party of India,715,Lost
S01,Andhra Pradesh,10,Eluru,BYRABOYINA MALYADRI,Bharatha Chaitanya Yuvajana Party,715,Lost
S01,Andhra Pradesh,10,Eluru,NOTA,NOTA,22515,NOTA
S01,Andhra Pradesh,11,Machilipatnam,BALASHOWRY VALLABHANENI,Janasena Party,724439,Won
S01,Andhra Pradesh,11,Machilipatnam,SIMHADRI CHANDRA SEKHAR RAO,Yuvajana Sramika Rythu Congress Party,501260,Lost
S01,Andhra Pradesh,11,Machilipatnam,GOLLU KRISHNA,Indian National Congress,31825,Lost
S01,Andhra Pradesh,11,Machilipatnam,BAAL SHOURI CHODABATHINA,Jatiya Jana Sena Party,11141,Lost
S01,Andhra Pradesh,11,Machilipatnam,DEVAMANI DEVARAPALLI,Bahujan Samaj Party,10028,Lost
S01,Andhra Pradesh,11,Machilipatnam,KOMMARAJU SIVA NARASIMHA RAO,All India Forward Bloc,5254,Lost
S01,Andhra Pradesh,11,Machilipatnam,VALLABHANENI NAGA PAVAN KUMAR,Independent,5220,Lost
S01,Andhra Pradesh,11,Machilipatnam,MARADANI K R SWAMY,Jai Maha Bharath Party,2214,Lost
S01,Andhra Pradesh,11,Machilipatnam,GANDHI DHANEKULA,Independent,1991,Lost
S01,Andhra Pradesh,11,Machilipatnam,PAMULA BALA SOWRYAMMA,Independent,1582,Lost
S01,Andhra Pradesh,11,Machilipatnam,ANUSHA YERUVA,Independent,1235,Lost
S01,Andhra Pradesh,11,Machilipatnam,GUDAVALLI VENKATA KEDARESWARA RAO,Independent,1111,Lost
S01,Andhra Pradesh,11,Machilipatnam,JOGI VEERANJANEYULU,Independent,1022,Lost
S01,Andhra Pradesh,11,Machilipatnam,DAMODARA RAO GUDAVALLI,Independent,930,Lost
S01,Andhra Pradesh,11,Machilipatnam,APPARAO ENNETI,Independent,626,Lost
S01,Andhra Pradesh,11,Machilipatnam,NOTA,NOTA,12126,NOTA
S01,Andhra Pradesh,12,Vijayawada,KESINENI SIVANATH (CHINNI),Telugu Desam,794154,Won
S01,Andhra Pradesh,12,Vijayawada,KESINENI SRINIVAS (NANI),Yuvajana Sramika Rythu Congress Party,512069,Lost
S01,Andhra Pradesh,12,Vijayawada,BHARGAV VALLURU,Indian National Congress,24106,Lost
S01,Andhra Pradesh,12,Vijayawada,KRISHNA KISHORE YANAMANDRA,Navataram Party,7878,Lost
S01,Andhra Pradesh,12,Vijayawada,VENKATA ASHOK PAPPURI,Independent,6672,Lost
S01,Andhra Pradesh,12,Vijayawada,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,3199,Lost
S01,Andhra Pradesh,12,Vijayawada,MEKA VENKATESWARA RAO,Bahujan Samaj Party,2233,Lost
S01,Andhra Pradesh,12,Vijayawada,ANIL KUMAR MADDINENI,Independent,1240,Lost
S01,Andhra Pradesh,12,Vijayawada,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,615,Lost
S01,Andhra Pradesh,12,Vijayawada,SYED KHAMURUNNISA,Navarang Congress Party,601,Lost
S01,Andhra Pradesh,12,Vijayawada,CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,489,Lost
S01,Andhra Pradesh,12,Vijayawada,DATLA LURTHU MERI,Jaibhim Rao Bharat Party,417,Lost
S01,Andhra Pradesh,12,Vijayawada,PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),368,Lost
S01,Andhra Pradesh,12,Vijayawada,DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,331,Lost
S01,Andhra Pradesh,12,Vijayawada,GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),327,Lost
S01,Andhra Pradesh,12,Vijayawada,N DASARADHA RAMI REDDY,All India Jaihind Party,269,Lost
S01,Andhra Pradesh,12,Vijayawada,CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,244,Lost
S01,Andhra Pradesh,12,Vijayawada,NOTA,NOTA,9193,NOTA
S01,Andhra Pradesh,13,Guntur,DR CHANDRA SEKHAR PEMMASANI,Telugu Desam,864948,Won
S01,Andhra Pradesh,13,Guntur,KILARI VENKATA ROSAIAH,Yuvajana Sramika Rythu Congress Party,520253,Lost
S01,Andhra Pradesh,13,Guntur,JANGALA AJAY KUMAR,Communist Party of India,8637,Lost
S01,Andhra Pradesh,13,Guntur,SIVAREDDY. ENDREDDY,Navataram Party,5629,Lost
S01,Andhra Pradesh,13,Guntur,TENALI PRAKASH,Bahujan Samaj Party,4272,Lost
S01,Andhra Pradesh,13,Guntur,SIKHAKOLLI HEMA GOWRI SHANKAR,Jatiya Jana Sena Party,1964,Lost
S01,Andhra Pradesh,13,Guntur,SAMUDRALA CHINNA KOTAIAH,Jaibhim Rao Bharat Party,1753,Lost
S01,Andhra Pradesh,13,Guntur,UMAR BHASHA SHAIK,Jana Sahayaka Sakthi,1275,Lost
S01,Andhra Pradesh,13,Guntur,SYED. SAIDA,Navarang Congress Party,1222,Lost
S01,Andhra Pradesh,13,Guntur,AMBATI CHALAMAIAH,Pyramid Party of India,1031,Lost
S01,Andhra Pradesh,13,Guntur,PILLI BABU RAO,Independent,692,Lost
S01,Andhra Pradesh,13,Guntur,HARI VENKATA SATISH KURNALA,Jai Bharat National Party,542,Lost
S01,Andhra Pradesh,13,Guntur,VISHNU REDDY LANKIREDDY,Bengaluru Nava Nirmana Party,461,Lost
S01,Andhra Pradesh,13,Guntur,EMANI. CHANDRASEKHAR RAO,Navodayam Party,414,Lost
S01,Andhra Pradesh,13,Guntur,SHAIK. KHAJAVALI,Independent,391,Lost
S01,Andhra Pradesh,13,Guntur,CHALLAPALLI RATAN RAJU,Viduthalai Chiruthaigal Katchi,378,Lost
S01,Andhra Pradesh,13,Guntur,KANNEBOYINA VAMSI KRISHNA YADAV,Independent,375,Lost
S01,Andhra Pradesh,13,Guntur,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,Andhra Pradesh Rashtra Samithi,358,Lost
S01,Andhra Pradesh,13,Guntur,GAYATRI AUDHIPUDI,Independent,357,Lost
S01,Andhra Pradesh,13,Guntur,SHAIK ASLAM AKTHER,Independent,335,Lost
S01,Andhra Pradesh,13,Guntur,ASHOK ANAND GALI,Independent,335,Lost
S01,Andhra Pradesh,13,Guntur,PATHAN KHAJA (BASHA),Telugu Rajadhikara Samiti Party,332,Lost
S01,Andhra Pradesh,13,Guntur,BURAGA RATNAM,Loktantrik Janta Dal,316,Lost
S01,Andhra Pradesh,13,Guntur,AMARTHALURI VENKATESWARA RAO.,Marxist Communist Party of India (United),312,Lost
S01,Andhra Pradesh,13,Guntur,DR. RAYAPUDI RAJESH VIJAY KUMAR,Indian Labour Party (Ambedkar Phule),310,Lost
S01,Andhra Pradesh,13,Guntur,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,Independent,268,Lost
S01,Andhra Pradesh,13,Guntur,SIVA PARVATHI,Independent,266,Lost
S01,Andhra Pradesh,13,Guntur,BOMMASANI MUTYALA RAO,All Peoples Party,207,Lost
S01,Andhra Pradesh,13,Guntur,SRIKRISHNA AKKISETTI,Independent,179,Lost
S01,Andhra Pradesh,13,Guntur,MADAVARAPU NAGA RAJU,Independent,172,Lost
S01,Andhra Pradesh,13,Guntur,NOTA,NOTA,7387,NOTA
S01,Andhra Pradesh,14,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,807996,Won
S01,Andhra Pradesh,14,Narsaraopet,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,648267,Lost
S01,Andhra Pradesh,14,Narsaraopet,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,18046,Lost
S01,Andhra Pradesh,14,Narsaraopet,ORSU PREMARAJU,Bahujan Samaj Party,5309,Lost
S01,Andhra Pradesh,14,Narsaraopet,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2336,Lost
S01,Andhra Pradesh,14,Narsaraopet,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1245,Lost
S01,Andhra Pradesh,14,Narsaraopet,YAMPATI VEERANJANEYA REDDY,Independent,1057,Lost
S01,Andhra Pradesh,14,Narsaraopet,SUBBARAO CHALLA,Independent,1051,Lost
S01,Andhra Pradesh,14,Narsaraopet,ABDUL RAJAK SHAIK,Independent,723,Lost
S01,Andhra Pradesh,14,Narsaraopet,KOTA POTHURAJU,Pyramid Party of India,670,Lost
S01,Andhra Pradesh,14,Narsaraopet,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,388,Lost
S01,Andhra Pradesh,14,Narsaraopet,PASUPULETI PICHAIAH,National Nava Kranthi Party,356,Lost
S01,Andhra Pradesh,14,Narsaraopet,PAPPULA SAMBASIVA RAO,Navarang Congress Party,332,Lost
S01,Andhra Pradesh,14,Narsaraopet,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,309,Lost
S01,Andhra Pradesh,14,Narsaraopet,THOKALA NAGA RAJU,All India Forward Bloc,285,Lost
S01,Andhra Pradesh,14,Narsaraopet,NOTA,NOTA,11199,NOTA
S01,Andhra Pradesh,15,Bapatla,KRISHNA PRASAD TENNETI,Telugu Desam,717493,Won
S01,Andhra Pradesh,15,Bapatla,NANDIGAM SURESH BABU,Yuvajana Sramika Rythu Congress Party,509462,Lost
S01,Andhra Pradesh,15,Bapatla,J.D. SEELAM,Indian National Congress,43259,Lost
S01,Andhra Pradesh,15,Bapatla,DOKKA JAGAN MOHANA RAO,Bahujan Samaj Party,6857,Lost
S01,Andhra Pradesh,15,Bapatla,NALAMALA TIRUPATI RAO,Navataram Party,2964,Lost
S01,Andhra Pradesh,15,Bapatla,BUSSA. NAGARAJU,Independent,1318,Lost
S01,Andhra Pradesh,15,Bapatla,GADDE. VIJAYA LAKSHMI,Independent,1051,Lost
S01,Andhra Pradesh,15,Bapatla,KATTAPOGU. VIJAY KUMAR,Pyramid Party of India,897,Lost
S01,Andhra Pradesh,15,Bapatla,KONDRU KIRAN KUMAR,Independent,797,Lost
S01,Andhra Pradesh,15,Bapatla,KATTA ANAND BABU,Independent,729,Lost
S01,Andhra Pradesh,15,Bapatla,MERUGUPALA SADASIVA RAO,India Praja Bandhu Party,673,Lost
S01,Andhra Pradesh,15,Bapatla,KATTA HEMANAND,Independent,549,Lost
S01,Andhra Pradesh,15,Bapatla,PARRE. KOTAIAH,Jaibhim Rao Bharat Party,412,Lost
S01,Andhra Pradesh,15,Bapatla,PALADUG VIJENDRA RAO (BAHUJAN),Liberation Congress Party,306,Lost
S01,Andhra Pradesh,15,Bapatla,CHINNAM MURALIDHAR,All Peoples Party,255,Lost
S01,Andhra Pradesh,15,Bapatla,NOTA,NOTA,13723,NOTA
S01,Andhra Pradesh,16,Ongole,MAGUNTA SREENIVASULU REDDY,Telugu Desam,701894,Won
S01,Andhra Pradesh,16,Ongole,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,651695,Lost
S01,Andhra Pradesh,16,Ongole,EDA SUDHAKARA REDDY,Indian National Congress,26722,Lost
S01,Andhra Pradesh,16,Ongole,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6314,Lost
S01,Andhra Pradesh,16,Ongole,PODILI RAMBABU,Independent,3073,Lost
S01,Andhra Pradesh,16,Ongole,BUCHI EDUKONDALU,Independent,3048,Lost
S01,Andhra Pradesh,16,Ongole,ORSU VEENA,Jai Bharat National Party,2267,Lost
S01,Andhra Pradesh,16,Ongole,BONTHA RANGA REDDY,Independent,1923,Lost
S01,Andhra Pradesh,16,Ongole,BODDU KRANTHI KUMAR,Independent,1798,Lost
S01,Andhra Pradesh,16,Ongole,MOHAN GOUD J V,Independent,1447,Lost
S01,Andhra Pradesh,16,Ongole,U MADHU BABU,Independent,1008,Lost
S01,Andhra Pradesh,16,Ongole,PASAM VENKATESWARLU YADAV,Samajwadi Party,743,Lost
S01,Andhra Pradesh,16,Ongole,KARATAPU RAJU,Independent,735,Lost
S01,Andhra Pradesh,16,Ongole,JAGADEESH RAYAPATI,Independent,725,Lost
S01,Andhra Pradesh,16,Ongole,DEVIREDDY BALANJANEYULU,Independent,716,Lost
S01,Andhra Pradesh,16,Ongole,HARI PRASAD TUPAKULA,Independent,711,Lost
S01,Andhra Pradesh,16,Ongole,SURYA TEJA KOTA,Pyramid Party of India,683,Lost
S01,Andhra Pradesh,16,Ongole,AKUMALLA MALLIKARJUNA REDDY,Independent,575,Lost
S01,Andhra Pradesh,16,Ongole,VESHAPOGU GURAVABABU,Independent,461,Lost
S01,Andhra Pradesh,16,Ongole,KOMMU YOHANU,Liberation Congress Party,461,Lost
S01,Andhra Pradesh,16,Ongole,SESHUBABU GUDDANTI,Independent,449,Lost
S01,Andhra Pradesh,16,Ongole,SINGAMNENI SREEKANTH,Independent,410,Lost
S01,Andhra Pradesh,16,Ongole,YARRA DASARADHARAMAIAH,Independent,394,Lost
S01,Andhra Pradesh,16,Ongole,K PAVAN KALYAN,Jatiya Jana Sena Party,392,Lost
S01,Andhra Pradesh,16,Ongole,KOTA VAMSI KRISHNA,Independent,365,Lost
S01,Andhra Pradesh,16,Ongole,NOTA,NOTA,13205,NOTA
S01,Andhra Pradesh,17,Nandyal,DR BYREDDY SHABARI,Telugu Desam,701131,Won
S01,Andhra Pradesh,17,Nandyal,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,589156,Lost
S01,Andhra Pradesh,17,Nandyal,J LAKSHMI NARASIMHA YADAV,Indian National Congress,56204,Lost
S01,Andhra Pradesh,17,Nandyal,P GURUVAIAH,Independent,8191,Lost
S01,Andhra Pradesh,17,Nandyal,A CHINNA MOULALI,Bahujan Samaj Party,7831,Lost
S01,Andhra Pradesh,17,Nandyal,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6932,Lost
S01,Andhra Pradesh,17,Nandyal,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633,Lost
S01,Andhra Pradesh,17,Nandyal,GAGGERA VENKATA RAMANAIAH,Independent,3031,Lost
S01,Andhra Pradesh,17,Nandyal,DUMAVATH SWAMY NAIK,Independent,2358,Lost
S01,Andhra Pradesh,17,Nandyal,KUNUKUNTLA RAMUDU,Independent,1413,Lost
S01,Andhra Pradesh,17,Nandyal,E ANIL KUMAR,Independent,1334,Lost
S01,Andhra Pradesh,17,Nandyal,BRAHMANANDA REDDY K,Independent,1272,Lost
S01,Andhra Pradesh,17,Nandyal,C SURENDRA NATHA REDDY,Independent,1268,Lost
S01,Andhra Pradesh,17,Nandyal,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,791,Lost
S01,Andhra Pradesh,17,Nandyal,NAGESWARA RAO,Independent,680,Lost
S01,Andhra Pradesh,17,Nandyal,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,646,Lost
S01,Andhra Pradesh,17,Nandyal,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,642,Lost
S01,Andhra Pradesh,17,Nandyal,VIJAYA BHASKAR REDDYPOGU,Independent,641,Lost
S01,Andhra Pradesh,17,Nandyal,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,605,Lost
S01,Andhra Pradesh,17,Nandyal,CHANDINI REDDY VAKATI,Liberation Congress Party,556,Lost
S01,Andhra Pradesh,17,Nandyal,GAJULA SHALIMIYA,Anna YSR Congress Party,486,Lost
S01,Andhra Pradesh,17,Nandyal,B C RAMANADHA AREDDY,Independent,472,Lost
S01,Andhra Pradesh,17,Nandyal,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,430,Lost
S01,Andhra Pradesh,17,Nandyal,CH P MALLESWARUDU,Independent,421,Lost
S01,Andhra Pradesh,17,Nandyal,I V PAKKIR REDDY,Independent,410,Lost
S01,Andhra Pradesh,17,Nandyal,V MADHUSUDHANA REDDY,Independent,401,Lost
S01,Andhra Pradesh,17,Nandyal,BUSHAKU MAHESWARA REDDY,Independent,390,Lost
S01,Andhra Pradesh,17,Nandyal,GOGULA SUGUNAMMA,Jai Maha Bharath Party,379,Lost
S01,Andhra Pradesh,17,Nandyal,U P MUNI REDDY,Independent,376,Lost
S01,Andhra Pradesh,17,Nandyal,BELLAMKONDA SREENIVASULU,Independent,353,Lost
S01,Andhra Pradesh,17,Nandyal,BALIJA SHIVA KUMAR,Independent,288,Lost
S01,Andhra Pradesh,17,Nandyal,NOTA,NOTA,10697,NOTA
S01,Andhra Pradesh,18,Kurnoolu,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,658914,Won
S01,Andhra Pradesh,18,Kurnoolu,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,547616,Lost
S01,Andhra Pradesh,18,Kurnoolu,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,70373,Lost
S01,Andhra Pradesh,18,Kurnoolu,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,8589,Lost
S01,Andhra Pradesh,18,Kurnoolu,BOYA SURESH,Independent,5900,Lost
S01,Andhra Pradesh,18,Kurnoolu,T. BEECHUPALLI,Independent,5127,Lost
S01,Andhra Pradesh,18,Kurnoolu,VIJAYA BHASKAR .REDDYPOGU,Independent,3508,Lost
S01,Andhra Pradesh,18,Kurnoolu,PAGADALA KODANDA,Independent,3076,Lost
S01,Andhra Pradesh,18,Kurnoolu,DEVARAPOGU MADDILETY,Independent,2582,Lost
S01,Andhra Pradesh,18,Kurnoolu,PRAKASH REDDY RALAMPADU,Independent,2225,Lost
S01,Andhra Pradesh,18,Kurnoolu,JAHANGIR AHMED,Social Democratic Party Of India,2074,Lost
S01,Andhra Pradesh,18,Kurnoolu,DR. REDDYPOGU PRAVEEN KUMAR,Independent,1856,Lost
S01,Andhra Pradesh,18,Kurnoolu,ABDUL SATTAR A.S.R,Anna YSR Congress Party,1601,Lost
S01,Andhra Pradesh,18,Kurnoolu,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,1390,Lost
S01,Andhra Pradesh,18,Kurnoolu,URUKUNDU VADDE,Independent,1295,Lost
S01,Andhra Pradesh,18,Kurnoolu,MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),1164,Lost
S01,Andhra Pradesh,18,Kurnoolu,SUNKARA SREEDHAR,Jai Bharat National Party,1163,Lost
S01,Andhra Pradesh,18,Kurnoolu,TARIGOPULA RAJABABU,All Peoples Party,1033,Lost
S01,Andhra Pradesh,18,Kurnoolu,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,783,Lost
S01,Andhra Pradesh,18,Kurnoolu,NOTA,NOTA,10511,NOTA
S01,Andhra Pradesh,19,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam,768245,Won
S01,Andhra Pradesh,19,Ananthapur,MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party,579690,Lost
S01,Andhra Pradesh,19,Ananthapur,MALLIKARJUNA VAJJALA,Indian National Congress,43217,Lost
S01,Andhra Pradesh,19,Ananthapur,G.V.RAMANA REDDY,Independent,6439,Lost
S01,Andhra Pradesh,19,Ananthapur,BANASI NARAYANAPPA,Bahujan Samaj Party,6396,Lost
S01,Andhra Pradesh,19,Ananthapur,V.MURALI PRASAD REDDY,Independent,5778,Lost
S01,Andhra Pradesh,19,Ananthapur,DR.NALLANI RAMESH NAIDU,Andhra Rastra Praja Samithi,4989,Lost
S01,Andhra Pradesh,19,Ananthapur,M.SURENDRA,Pyramid Party of India,2935,Lost
S01,Andhra Pradesh,19,Ananthapur,U.C.VENKATASUBBAIAH,Jaathia Chethi Vruthula Ikya Vedika Party,2540,Lost
S01,Andhra Pradesh,19,Ananthapur,P.CHOWDESWARI,Independent,1518,Lost
S01,Andhra Pradesh,19,Ananthapur,VADLA KESAVAIAH,Independent,1494,Lost
S01,Andhra Pradesh,19,Ananthapur,B.RAGHAVENDRA PRASAD,Independent,1318,Lost
S01,Andhra Pradesh,19,Ananthapur,LOKANATH GOWD SURAGOWINI,Independent,1091,Lost
S01,Andhra Pradesh,19,Ananthapur,KETHIREDDY RAGHUNATHAREDDY,Independent,1091,Lost
S01,Andhra Pradesh,19,Ananthapur,SREERANGARAJULA GOPINATH ROYAL,Independent,904,Lost
S01,Andhra Pradesh,19,Ananthapur,SHAIK.NIZAM,Samajwadi Party,753,Lost
S01,Andhra Pradesh,19,Ananthapur,RAMAVTH CHINNA RAMAPPA NAIK,Jaibhim Rao Bharat Party,745,Lost
S01,Andhra Pradesh,19,Ananthapur,KURUBA MALLIKARJUNA.S.,All India Kisan Janatha party,578,Lost
S01,Andhra Pradesh,19,Ananthapur,B.NAGAMUTHYALU,Socialist Unity Centre Of India (COMMUNIST),570,Lost
S01,Andhra Pradesh,19,Ananthapur,SRINIVASA RAJU.O,Bhartiya Panchyat Party,494,Lost
S01,Andhra Pradesh,19,Ananthapur,DURGA PRASAD D BYATARAYANAJI,Challengers Party,444,Lost
S01,Andhra Pradesh,19,Ananthapur,NOTA,NOTA,9199,NOTA
S01,Andhra Pradesh,2,Srikakulam,KINJARAPU RAMMOHAN NAIDU,Telugu Desam,754328,Won
S01,Andhra Pradesh,2,Srikakulam,TILAK PERADA,Yuvajana Sramika Rythu Congress Party,426427,Lost
S01,Andhra Pradesh,2,Srikakulam,PEDADA PARAMESWARA RAO,Indian National Congress,7172,Lost
S01,Andhra Pradesh,2,Srikakulam,SANAPALA SRAVAN KUMAR,Independent,5958,Lost
S01,Andhra Pradesh,2,Srikakulam,NAIDUGARI RAJASEKHAR,Bahujan Samaj Party,4742,Lost
S01,Andhra Pradesh,2,Srikakulam,VABA YOGESWARA RAO,Independent,3598,Lost
S01,Andhra Pradesh,2,Srikakulam,BETHA VIVEKANANDA MAHARAJ,Independent,2536,Lost
S01,Andhra Pradesh,2,Srikakulam,YEDDU LAKSHMINARAYANA,Independent,1605,Lost
S01,Andhra Pradesh,2,Srikakulam,BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party,1357,Lost
S01,Andhra Pradesh,2,Srikakulam,IPPILI SEETHARAJU,Jai Bharat National Party,1130,Lost
S01,Andhra Pradesh,2,Srikakulam,KAYA DURGARAO,Navarang Congress Party,818,Lost
S01,Andhra Pradesh,2,Srikakulam,CHELLURI DANIYAL,Independent,816,Lost
S01,Andhra Pradesh,2,Srikakulam,BOMMALI TIRUPATI RAO,Pyramid Party of India,594,Lost
S01,Andhra Pradesh,2,Srikakulam,NOTA,NOTA,24605,NOTA
S01,Andhra Pradesh,20,Hindupur,B K PARTHASARATHI,Telugu Desam,725534,Won
S01,Andhra Pradesh,20,Hindupur,J SHANTHA,Yuvajana Sramika Rythu Congress Party,593107,Lost
S01,Andhra Pradesh,20,Hindupur,B A SAMAD SHAHEEN,Indian National Congress,55059,Lost
S01,Andhra Pradesh,20,Hindupur,BHAGYA R S,Bahujan Samaj Party,8015,Lost
S01,Andhra Pradesh,20,Hindupur,PRATHAP REDDY GORLA,Independent,5444,Lost
S01,Andhra Pradesh,20,Hindupur,H D HANUMANTHE GOWD,Independent,2278,Lost
S01,Andhra Pradesh,20,Hindupur,ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,2051,Lost
S01,Andhra Pradesh,20,Hindupur,S N SURESH,Independent,1631,Lost
S01,Andhra Pradesh,20,Hindupur,DASAGANIPALLI KULLAYAPPA,Independent,1328,Lost
S01,Andhra Pradesh,20,Hindupur,ASHOK,Socialist Unity Centre Of India (COMMUNIST),1292,Lost
S01,Andhra Pradesh,20,Hindupur,T SUDHAKAR REDDY,Independent,1237,Lost
S01,Andhra Pradesh,20,Hindupur,S RAGHUNATHA REDDY,Independent,710,Lost
S01,Andhra Pradesh,20,Hindupur,BUDILI DHANUNJAYA,National Nava Kranthi Party,682,Lost
S01,Andhra Pradesh,20,Hindupur,NOTA,NOTA,17971,NOTA
S01,Andhra Pradesh,21,Kadapa,Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,605143,Won
S01,Andhra Pradesh,21,Kadapa,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,542448,Lost
S01,Andhra Pradesh,21,Kadapa,Y.S. SHARMILA REDDY,Indian National Congress,141039,Lost
S01,Andhra Pradesh,21,Kadapa,PANDITI. GURAPPA.,Bahujan Samaj Party,3810,Lost
S01,Andhra Pradesh,21,Kadapa,VENU GOPAL RACHINENI,Rashtriya Praja Congress (Secular),3570,Lost
S01,Andhra Pradesh,21,Kadapa,CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent,2430,Lost
S01,Andhra Pradesh,21,Kadapa,KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi,2333,Lost
S01,Andhra Pradesh,21,Kadapa,L. KHAJA HUSSAIN,Independent,1088,Lost
S01,Andhra Pradesh,21,Kadapa,ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,755,Lost
S01,Andhra Pradesh,21,Kadapa,KAKARLA SHANMUKHA REDDY,Independent,647,Lost
