stateUt _code,stateUt,constituencyNo,constituencyName,candidateName,partyNames,votes,status
S04,Bihar,1,Valmiki Nagar,DINESH AGRAWAL,Independent,19810,Lost
S04,Bihar,1,Valmiki Nagar,DURGESH SINGH CHAUHAN,Bahujan Samaj Party,18816,Lost
S04,Bihar,1,Valmiki Nagar,CHANDRESHWAR MISHRA,Independent,13598,Lost
S04,Bihar,1,Valmiki Nagar,SHAFI MOHAMMAD MIYA,Aazad Samaj Party (Kanshi Ram),13432,Lost
S04,Bihar,1,Valmiki Nagar,PARSHURAM SAH,Independent,12150,Lost
S04,Bihar,1,Valmiki Nagar,NABA KUMAR SARANIA (HIRA BHAI),Gana Suraksha Party,11423,Lost
S04,Bihar,1,Valmiki Nagar,SHAMBHU PRASAD,Independent,10498,Lost
S04,Bihar,1,Valmiki Nagar,NOTA,NOTA,30709,NOTA
S04,Bihar,10,Kishanganj,MOHAMMAD JAWED,Indian National Congress,402850,Won
S04,Bihar,10,Kishanganj,MUJAHID ALAM,Janata Dal (United),343158,Lost
S04,Bihar,10,Kishanganj,AKHTARUL IMAN,All India Majlis-E-Ittehadul Muslimeen,309264,Lost
S04,Bihar,10,Kishanganj,BIDESHI RISHIDEV,Independent,11818,Lost
S04,Bihar,10,Kishanganj,VISHWANATH TUDU,Independent,11302,Lost
S04,Bihar,10,Kishanganj,MD GUFRAN JAMALI,Independent,9993,Lost
S04,Bihar,10,Kishanganj,HASIRUL,Independent,9524,Lost
S04,Bihar,10,Kishanganj,BABUL ALAM,Bahujan Samaj Party,7579,Lost
S04,Bihar,10,Kishanganj,RAVI KUMAR ROY,Independent,7302,Lost
S04,Bihar,10,Kishanganj,SHAHABUZZAMA BHARTIYA,Rashtriya Samaj Paksha,6055,Lost
S04,Bihar,10,Kishanganj,CHHOTE LAL MAHTO,Independent,3763,Lost
S04,Bihar,10,Kishanganj,MOHAMMAD KAUSAR PERWEZ,Independent,3525,Lost
S04,Bihar,10,Kishanganj,NOTA,NOTA,24966,NOTA
S04,Bihar,11,Katihar,TARIQ ANWAR,Indian National Congress,567092,Won
S04,Bihar,11,Katihar,DULAL CHANDRA GOSWAMI,Janata Dal (United),517229,Lost
S04,Bihar,11,Katihar,GOPAL KUMAR MAHTO,Bahujan Samaj Party,14498,Lost
S04,Bihar,11,Katihar,GYANESHWAR SOREN,Independent,12317,Lost
S04,Bihar,11,Katihar,KHALID MOBARAK,Independent,10871,Lost
S04,Bihar,11,Katihar,RAJ KUMAR MANDAL,Rashtriya Jansambhavna Party,8487,Lost
S04,Bihar,11,Katihar,VISHNU SINGH,Bharat Jago Janta Party,6340,Lost
S04,Bihar,11,Katihar,MARANG HANSADA,Peoples Party of India (Democratic),5889,Lost
S04,Bihar,11,Katihar,BINDU KUMARI,Samaj Shakti Party,5884,Lost
S04,Bihar,11,Katihar,NOTA,NOTA,22939,NOTA
S04,Bihar,12,Purnia,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,567556,Won
S04,Bihar,12,Purnia,SANTOSH KUMAR,Janata Dal (United),543709,Lost
S04,Bihar,12,Purnia,BIMA BHARTI,Rashtriya Janata Dal,27120,Lost
S04,Bihar,12,Purnia,ARUN DAS,Bahujan Samaj Party,10619,Lost
S04,Bihar,12,Purnia,SATYENDRA YADAV,Independent,8459,Lost
S04,Bihar,12,Purnia,NOMAN ALAM,Independent,7693,Lost
S04,Bihar,12,Purnia,KISHOR KUMAR YADAV,All India Forward Bloc,6854,Lost
S04,Bihar,12,Purnia,NOTA,NOTA,23834,NOTA
S04,Bihar,13,Madhepura,DINESH CHANDRA YADAV,Janata Dal (United),640649,Won
S04,Bihar,13,Madhepura,DA KUMAR CHANDRADEEP,Rashtriya Janata Dal,466115,Lost
S04,Bihar,13,Madhepura,SURESHWAR PODDAR,Aadarsh Mithila Party,15434,Lost
S04,Bihar,13,Madhepura,MD ARSHAD HUSSAIN,Bahujan Samaj Party,12991,Lost
S04,Bihar,13,Madhepura,JAWAHAR LAL JAISWAL,Socialist Unity Centre Of India (COMMUNIST),11322,Lost
S04,Bihar,13,Madhepura,UCHESHWAR PANDIT,Samajhdar Party,11149,Lost
S04,Bihar,13,Madhepura,PRO KAMESHWAR YADAV,Bharatiya Jan Kranti Dal (Democratic),10674,Lost
S04,Bihar,13,Madhepura,AJABLAL MEHTA,Yuva Krantikari Party,8736,Lost
S04,Bihar,13,Madhepura,NOTA,NOTA,32625,NOTA
S04,Bihar,14,Darbhanga,GOPAL JEE THAKUR,Bharatiya Janata Party,566630,Won
S04,Bihar,14,Darbhanga,LALIT KUMAR YADAV,Rashtriya Janata Dal,388474,Lost
S04,Bihar,14,Darbhanga,SAROJ CHAUDHARY,Mithilanchal Mukti Morcha,18025,Lost
S04,Bihar,14,Darbhanga,DURGANANDA MAHAVIR NAYAK,Bahujan Samaj Party,8268,Lost
S04,Bihar,14,Darbhanga,MITHILESH MAHTO,Independent,6992,Lost
S04,Bihar,14,Darbhanga,KISHOR KUMAR DAS,Akhil Bhartiya Parivar Party,5721,Lost
S04,Bihar,14,Darbhanga,RAJNISH KUMAR,Jantantra Awaj Party,3638,Lost
S04,Bihar,14,Darbhanga,RANJEET KUMAR RAM,Wazib Adhikar Party,2532,Lost
S04,Bihar,14,Darbhanga,NOTA,NOTA,23904,NOTA
S04,Bihar,15,Muzaffarpur,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,619749,Won
S04,Bihar,15,Muzaffarpur,AJAY NISHAD,Indian National Congress,384822,Lost
S04,Bihar,15,Muzaffarpur,ALOK KUMAR SINH,Independent,17225,Lost
S04,Bihar,15,Muzaffarpur,AWADHESH PRASAD SINGH,Independent,15618,Lost
S04,Bihar,15,Muzaffarpur,JITENDRA KUMAR,Independent,8700,Lost
S04,Bihar,15,Muzaffarpur,NILIMA KUMARI,Independent,7310,Lost
S04,Bihar,15,Muzaffarpur,VIJAYESH KUMAR,Bahujan Samaj Party,6547,Lost
S04,Bihar,15,Muzaffarpur,AJAY SAHNI,Independent,5158,Lost
S04,Bihar,15,Muzaffarpur,SUNITA KUMARI,Bajjikanchal Vikas Party,4792,Lost
S04,Bihar,15,Muzaffarpur,MOHAMMAD ANZARUL HASAN,All India Majlis-E-Ittehadul Muslimeen,4131,Lost
S04,Bihar,15,Muzaffarpur,MD HAIDAR,Independent,3897,Lost
S04,Bihar,15,Muzaffarpur,MUKESH KUMAR,Independent,3225,Lost
S04,Bihar,15,Muzaffarpur,SUDHIR KUMAR OJHA,Bhartiya Sarthak Party,2893,Lost
S04,Bihar,15,Muzaffarpur,SABINA KHATOON,Indian National League,2453,Lost
S04,Bihar,15,Muzaffarpur,SANDIP KUMAR,Jantantra Awaj Party,1971,Lost
S04,Bihar,15,Muzaffarpur,ARVIND KUMAR CHAUDHARY,Socialist Unity Centre Of India (COMMUNIST),1857,Lost
S04,Bihar,15,Muzaffarpur,AJITANSH GAUR,The Agrani Party,1843,Lost
S04,Bihar,15,Muzaffarpur,SANJAY KUMAR,Independent,1812,Lost
S04,Bihar,15,Muzaffarpur,BASKIT KUMAR SHARMA,Independent,1779,Lost
S04,Bihar,15,Muzaffarpur,SONELAL PASWAN,Independent,1731,Lost
S04,Bihar,15,Muzaffarpur,MANORANJAN KUMAR,Independent,1598,Lost
S04,Bihar,15,Muzaffarpur,NAND KISHORE SHARMA,Apna Kisan Party,1522,Lost
S04,Bihar,15,Muzaffarpur,ABHAY KUMAR,Samata Party,1174,Lost
S04,Bihar,15,Muzaffarpur,PRABHAKAR RANJAN,Ekam Sanatan Bharat Dal,1116,Lost
S04,Bihar,15,Muzaffarpur,RAJU SINGH,Independent,984,Lost
S04,Bihar,15,Muzaffarpur,SAROJ KUMAR CHAUDHARY,Independent,965,Lost
S04,Bihar,15,Muzaffarpur,NOTA,NOTA,7588,NOTA
S04,Bihar,16,Vaishali,VEENA DEVI,Lok Janshakti Party(Ram Vilas),567043,Won
S04,Bihar,16,Vaishali,VIJAY KUMAR SHUKLA,Rashtriya Janata Dal,477409,Lost
S04,Bihar,16,Vaishali,VIKKY KUMAR,Independent,34256,Lost
S04,Bihar,16,Vaishali,SHAMBHU KUMAR SINGH,Bahujan Samaj Party,21436,Lost
S04,Bihar,16,Vaishali,RAJ NARAYAN YADAV,Independent,9616,Lost
S04,Bihar,16,Vaishali,PARAMHANS SINGH,Independent,5317,Lost
S04,Bihar,16,Vaishali,HARI NARAYAN RAM,Viro Ke Vir Indian Party,5100,Lost
S04,Bihar,16,Vaishali,RAMESHWAR MAHTO,Bhartiya Sarthak Party,4150,Lost
S04,Bihar,16,Vaishali,KUMAR SHISHIR,Independent,3907,Lost
S04,Bihar,16,Vaishali,MUHAMAD AVAS,Independent,3758,Lost
S04,Bihar,16,Vaishali,ABHA RAY,Peoples Party of India (Democratic),3274,Lost
S04,Bihar,16,Vaishali,NARESH RAM,Socialist Unity Centre Of India (COMMUNIST),3009,Lost
S04,Bihar,16,Vaishali,VINOD KUMAR SHARMA,Jantantra Awaj Party,2934,Lost
S04,Bihar,16,Vaishali,ANIKET RAJ,Rashtriya Samaj Paksha,2025,Lost
S04,Bihar,16,Vaishali,BALENDRA TIWARY,Hindustan Janta Party Secular,1366,Lost
S04,Bihar,16,Vaishali,NOTA,NOTA,27460,NOTA
S04,Bihar,17,Gopalganj,DR. ALOK KUMAR SUMAN,Janata Dal (United),511866,Won
S04,Bihar,17,Gopalganj,PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Vikassheel Insaan Party,384686,Lost
S04,Bihar,17,Gopalganj,DINANATH MANJHI,All India Majlis-E-Ittehadul Muslimeen,29992,Lost
S04,Bihar,17,Gopalganj,SUJEET KUMAR RAM,Bahujan Samaj Party,29272,Lost
S04,Bihar,17,Gopalganj,ANIL RAM,Independent,13002,Lost
S04,Bihar,17,Gopalganj,SATYENDRA BAITHA,Independent,12269,Lost
S04,Bihar,17,Gopalganj,BHOLA HARIJAN,Independent,11140,Lost
S04,Bihar,17,Gopalganj,RAM KUMAR MANJHI,Gana Suraksha Party,8540,Lost
S04,Bihar,17,Gopalganj,NAMI RAM,Independent,6716,Lost
S04,Bihar,17,Gopalganj,SURENDRA RAM,Bhartiya Rashtriya Dal,6712,Lost
S04,Bihar,17,Gopalganj,JITENDRA RAM,Bahujan Mukti Party,5969,Lost
S04,Bihar,17,Gopalganj,NOTA,NOTA,42863,NOTA
S04,Bihar,18,Siwan,VIJAYLAKSHMI DEVI,Janata Dal (United),386508,Won
S04,Bihar,18,Siwan,HENA SHAHAB,Independent,293651,Lost
S04,Bihar,18,Siwan,AWADH BIHARI CHOUDHARY,Rashtriya Janata Dal,198823,Lost
S04,Bihar,18,Siwan,SATYENDRA KUSHWAHA,Independent,21565,Lost
S04,Bihar,18,Siwan,JEEWAN KUMAR,Independent,18590,Lost
S04,Bihar,18,Siwan,DILIP KU SINGH,Bahujan Samaj Party,12112,Lost
S04,Bihar,18,Siwan,SANJAY KUMAR SAH,Bhartiya Lok Nayak Party,8879,Lost
S04,Bihar,18,Siwan,DR. RAVINDRA NATH SHUKLA,Independent,8693,Lost
S04,Bihar,18,Siwan,DEVKANT MISHRA,Independent,6181,Lost
S04,Bihar,18,Siwan,PRAMOD KUMAR,Independent,5668,Lost
S04,Bihar,18,Siwan,PRAKASH MANI TIWARI,Independent,4509,Lost
S04,Bihar,18,Siwan,MAHENDRA SINGH ALIAS MAHENDRA RAI,Independent,3922,Lost
S04,Bihar,18,Siwan,DILIP KUMAR SINGH,Independent,1953,Lost
S04,Bihar,18,Siwan,NOTA,NOTA,26964,NOTA
S04,Bihar,19,Maharajganj,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,529533,Won
S04,Bihar,19,Maharajganj,AAKASH KUMAR SINGH,Indian National Congress,426882,Lost
S04,Bihar,19,Maharajganj,TRIBHUWAN RAM,Peoples Party of India (Democratic),14838,Lost
S04,Bihar,19,Maharajganj,MADHUSUDAN SINGH,Bahujan Samaj Party,13402,Lost
S04,Bihar,19,Maharajganj,AKHILESHWAR PRASAD SINGH,All India Majlis-E-Ittehadul Muslimeen,7767,Lost
S04,Bihar,19,Maharajganj,NOTA,NOTA,21687,NOTA
S04,Bihar,2,Paschim Champaran,DR.SANJAY JAISWAL,Bharatiya Janata Party,580421,Won
S04,Bihar,2,Paschim Champaran,MADAN MOHAN TIWARI,Indian National Congress,443853,Lost
S04,Bihar,2,Paschim Champaran,SANJAY KUMAR,Viro Ke Vir Indian Party,13145,Lost
S04,Bihar,2,Paschim Champaran,UPENDRA RAM,Bahujan Samaj Party,10962,Lost
S04,Bihar,2,Paschim Champaran,MOHAMMAD SOAIB,Independent,8994,Lost
S04,Bihar,2,Paschim Champaran,RAUSHAN KUMAR SRIVASTAVA,Independent,8505,Lost
S04,Bihar,2,Paschim Champaran,MD. KALAM SAI,Independent,4925,Lost
S04,Bihar,2,Paschim Champaran,NAFISH AHMAD,Independent,4163,Lost
S04,Bihar,2,Paschim Champaran,NOTA,NOTA,11288,NOTA
S04,Bihar,20,Saran,RAJIV PRATAP RUDY,Bharatiya Janata Party,471752,Won
S04,Bihar,20,Saran,ROHINI ACHARYA,Rashtriya Janata Dal,458091,Lost
S04,Bihar,20,Saran,LAXAMAN PRAO YADAV,Independent,22043,Lost
S04,Bihar,20,Saran,SHAK NAUSHAD,Independent,16103,Lost
S04,Bihar,20,Saran,AVINASH KUMAR,Bahujan Samaj Party,14770,Lost
S04,Bihar,20,Saran,RAGHWENDRA PRATAP SINGH,Independent,5167,Lost
S04,Bihar,20,Saran,GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party,5030,Lost
S04,Bihar,20,Saran,SHATRUDHAN TIWARY,Bhartiya Sarthak Party,3687,Lost
S04,Bihar,20,Saran,MOHAMAD SALIM,Independent,3151,Lost
S04,Bihar,20,Saran,ARTI KUMARI,Independent,3023,Lost
S04,Bihar,20,Saran,PRABHAT KUMAR,Independent,2306,Lost
S04,Bihar,20,Saran,BARUN KUMAR DAS,Gana Suraksha Party,1775,Lost
S04,Bihar,20,Saran,GYANI KUMAR SHARMA,Bharatiya Ekta Dal,1704,Lost
S04,Bihar,20,Saran,RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,1489,Lost
S04,Bihar,20,Saran,NOTA,NOTA,11417,NOTA
S04,Bihar,21,Hajipur,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),615718,Won
S04,Bihar,21,Hajipur,SHIV CHANDRA RAM,Rashtriya Janata Dal,445613,Lost
S04,Bihar,21,Hajipur,SURENDRA KUMAR PASWAN,Independent,17245,Lost
S04,Bihar,21,Hajipur,SHASHI SWARAJ,Bahujan Samaj Party,8679,Lost
S04,Bihar,21,Hajipur,HARIWANSH PASWAN,Independent,7117,Lost
S04,Bihar,21,Hajipur,SHAILENDRA KUMAR,Independent,6161,Lost
S04,Bihar,21,Hajipur,ASHOK KUMAR,Samata Party,4721,Lost
S04,Bihar,21,Hajipur,RANDHIR PASWAN,Independent,2675,Lost
S04,Bihar,21,Hajipur,RAJ KUMAR PASWAN,Yuva Bihar Sena,1990,Lost
S04,Bihar,21,Hajipur,DHARMENDRA KUMAR,Jantantra Awaj Party,1978,Lost
S04,Bihar,21,Hajipur,MADHUSUDHAN PASWAN,Independent,1801,Lost
S04,Bihar,21,Hajipur,RAJESH KUMAR RAUSHAN,Socialist Unity Centre Of India (COMMUNIST),1701,Lost
S04,Bihar,21,Hajipur,MEGHNATH PASWAN,Independent,1680,Lost
S04,Bihar,21,Hajipur,BALENDRA DAS,Janshakti Janta Dal,1318,Lost
S04,Bihar,21,Hajipur,NOTA,NOTA,36927,NOTA
S04,Bihar,22,Ujiarpur,NITYANAND RAI,Bharatiya Janata Party,515965,Won
S04,Bihar,22,Ujiarpur,ALOK KUMAR MEHTA,Rashtriya Janata Dal,455863,Lost
S04,Bihar,22,Ujiarpur,SANJAY PASWAN,Independent,16963,Lost
S04,Bihar,22,Ujiarpur,MOHAN KUMAR MAURYA,Bahujan Samaj Party,7101,Lost
S04,Bihar,22,Ujiarpur,RAKESH KUMAR,Independent,5957,Lost
S04,Bihar,22,Ujiarpur,SANTHOSH RAI,Rashtriya Jansambhavna Party,4426,Lost
S04,Bihar,22,Ujiarpur,NARENDRA GIRI,Independent,3151,Lost
S04,Bihar,22,Ujiarpur,KISHOR KUMAR,Independent,2209,Lost
S04,Bihar,22,Ujiarpur,AMARESH RAY,Independent,2143,Lost
S04,Bihar,22,Ujiarpur,ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),1756,Lost
S04,Bihar,22,Ujiarpur,RAMPUKAR RAY,Socialist Unity Centre Of India (COMMUNIST),1306,Lost
S04,Bihar,22,Ujiarpur,NIKKI JHA,Jagrook Janta Party,1020,Lost
S04,Bihar,22,Ujiarpur,MANOJ KUMAR,Janta Raj Vikas Party,939,Lost
S04,Bihar,22,Ujiarpur,NOTA,NOTA,23269,NOTA
S04,Bihar,23,Samastipur,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579786,Won
S04,Bihar,23,Samastipur,SUNNY HAZARI,Indian National Congress,392535,Lost
S04,Bihar,23,Samastipur,SHASHI BHUSHAN DAS,Independent,25957,Lost
S04,Bihar,23,Samastipur,RAVI RAUSHAN KUMAR,Independent,16155,Lost
S04,Bihar,23,Samastipur,RAM LAKHAN MAHTO,Bahujan Samaj Party,12732,Lost
S04,Bihar,23,Samastipur,PINKU PASWAN,Rashtriya Jansambhavna Party,12437,Lost
S04,Bihar,23,Samastipur,MUKESH CHAUPAL,Independent,5579,Lost
S04,Bihar,23,Samastipur,JIBACHH KUMAR HAJARI,Independent,4694,Lost
S04,Bihar,23,Samastipur,RATAN BIHARI,Desh Janhit Party,3419,Lost
S04,Bihar,23,Samastipur,VIDYA NAND RAM,Wazib Adhikar Party,3112,Lost
S04,Bihar,23,Samastipur,AMRITA KUMARI,Independent,2852,Lost
S04,Bihar,23,Samastipur,LAL BABU MAHTO,Sathi Aur Aapka Faisala Party,2666,Lost
S04,Bihar,23,Samastipur,NOTA,NOTA,32668,NOTA
S04,Bihar,24,Begusarai,GIRIRAJ SINGH,Bharatiya Janata Party,649331,Won
S04,Bihar,24,Begusarai,ABDHESH KUMAR ROY,Communist Party of India,567851,Lost
S04,Bihar,24,Begusarai,INDRAJEET KUMAR ROY,Independent,12953,Lost
S04,Bihar,24,Begusarai,RAJNISH KUMAR MUKHIYA,Rashtriya Jansambhavna Party,10872,Lost
S04,Bihar,24,Begusarai,ADV CHANDAN KUMAR DAS,Bahujan Samaj Party,8453,Lost
S04,Bihar,24,Begusarai,RAM BADAN RAI,Karpoori Janta Dal,6644,Lost
S04,Bihar,24,Begusarai,MD SHAHNAWAZ HASSAN,Independent,6152,Lost
S04,Bihar,24,Begusarai,ARUN KUMAR,Independent,4045,Lost
S04,Bihar,24,Begusarai,RAJ KUMAR SAH,Akhil Bhartiya Parivar Party,3350,Lost
S04,Bihar,24,Begusarai,RAMUDGAR,Socialist Unity Centre Of India (COMMUNIST),2640,Lost
S04,Bihar,24,Begusarai,NOTA,NOTA,22382,NOTA
S04,Bihar,25,Khagaria,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),538657,Won
S04,Bihar,25,Khagaria,SANJAY KUMAR,Communist Party of India (Marxist),377526,Lost
S04,Bihar,25,Khagaria,RUPAM DEVI,Independent,27395,Lost
S04,Bihar,25,Khagaria,SONU KUMAR,Independent,24483,Lost
S04,Bihar,25,Khagaria,PINKESH KUMAR,Rashtriya Jan Kalyan Party Secular,19495,Lost
S04,Bihar,25,Khagaria,DR RAVI KUMAR,Bahujan Samaj Party,14053,Lost
S04,Bihar,25,Khagaria,AJAY KUMAR,Rashtriya Jansambhavna Party,8310,Lost
S04,Bihar,25,Khagaria,PRIYADARSHEE DINKAR,Independent,7904,Lost
S04,Bihar,25,Khagaria,DINANATH CHANDRAVANSHI,Independent,6162,Lost
S04,Bihar,25,Khagaria,CHANDRA KISHOR THAKUR,Aam Janta Party Rashtriya,2849,Lost
S04,Bihar,25,Khagaria,ASIF IMAM,Aadarsh Mithila Party,2443,Lost
S04,Bihar,25,Khagaria,KANCHAN MALA,Hindustan People's Party (Democratic),1506,Lost
S04,Bihar,25,Khagaria,NOTA,NOTA,31111,NOTA
S04,Bihar,26,Bhagalpur,AJAY KUMAR MANDAL,Janata Dal (United),536031,Won
S04,Bihar,26,Bhagalpur,AJEET SHARMA,Indian National Congress,431163,Lost
S04,Bihar,26,Bhagalpur,POONAM SINGH,Bahujan Samaj Party,12646,Lost
S04,Bihar,26,Bhagalpur,HARERAM YADAV,Independent,12258,Lost
S04,Bihar,26,Bhagalpur,DEEPAK KUMAR SINGH,Rashtriya Jansambhavna Party,7670,Lost
S04,Bihar,26,Bhagalpur,CHHOTE LAL KUMAR,Independent,6683,Lost
S04,Bihar,26,Bhagalpur,RAMESH TUDU,Independent,6634,Lost
S04,Bihar,26,Bhagalpur,UMESH PRASAD YADAV,Peoples Party of India (Democratic),5126,Lost
S04,Bihar,26,Bhagalpur,DEEPAK KUMAR,Socialist Unity Centre Of India (COMMUNIST),3763,Lost
S04,Bihar,26,Bhagalpur,MUKESH KUMAR,Akhil Bhartiya Parivar Party,3681,Lost
S04,Bihar,26,Bhagalpur,DAYARAM MANDAL,Lok Sewa Dal,3519,Lost
S04,Bihar,26,Bhagalpur,OM PRAKASH PODDAR,Independent,3104,Lost
S04,Bihar,26,Bhagalpur,NOTA,NOTA,31803,NOTA
S04,Bihar,27,Banka,GIRIDHARI YADAV,Janata Dal (United),506678,Won
S04,Bihar,27,Banka,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,402834,Lost
S04,Bihar,27,Banka,NARESH YADAV,Independent,14939,Lost
S04,Bihar,27,Banka,JAY PRAKASH YADAV,Rashtriya Jansambhavna Party,12277,Lost
S04,Bihar,27,Banka,AMRIT TANTI,Bhartiya Dalit Party,9670,Lost
S04,Bihar,27,Banka,NARESH KUMAR PRIYADARSHI,Independent,8125,Lost
S04,Bihar,27,Banka,GANESH KUMAR KUSHAWAHA,Samata Party,7645,Lost
S04,Bihar,27,Banka,UTTAM KUMAR SINGH,Aam Janta Party Rashtriya,6911,Lost
S04,Bihar,27,Banka,KAVINDRA PANDIT,Socialist Unity Centre Of India (COMMUNIST),5246,Lost
S04,Bihar,27,Banka,UMAKANT YADAV,Independent,4941,Lost
S04,Bihar,27,Banka,NOTA,NOTA,34889,NOTA
S04,Bihar,28,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal (United),550146,Won
S04,Bihar,28,Munger,KUMARI ANITA,Rashtriya Janata Dal,469276,Lost
S04,Bihar,28,Munger,SHANKAR PRASAD BIND,Independent,21023,Lost
S04,Bihar,28,Munger,PRIYADARSHI PIYUSH,Independent,15731,Lost
S04,Bihar,28,Munger,A. K. SINGH ‘ASHOK’,Independent,13825,Lost
S04,Bihar,28,Munger,KUMAR NAVNEET HIMANSHU,Bahujan Samaj Party,12280,Lost
S04,Bihar,28,Munger,KULDIP YADAV,Hindustan People's Party (Democratic),9486,Lost
S04,Bihar,28,Munger,NEETISH KUMAR,Independent,7507,Lost
S04,Bihar,28,Munger,PRAVAL KUMAR,Independent,5375,Lost
S04,Bihar,28,Munger,RAVINDRA MANDAL,Socialist Unity Centre Of India (COMMUNIST),4913,Lost
S04,Bihar,28,Munger,ADITYA SINGH MADHUKAR,Independent,4140,Lost
S04,Bihar,28,Munger,PANKAJ KUMAR,Independent,3428,Lost
S04,Bihar,28,Munger,NOTA,NOTA,21951,NOTA
S04,Bihar,29,Nalanda,KAUSHALENDRA KUMAR,Janata Dal (United),559422,Won
S04,Bihar,29,Nalanda,DR. SANDEEP SAURAV,Communist Party of India (Marxist-Leninist) (Liberation),390308,Lost
S04,Bihar,29,Nalanda,SUDHIR KUMAR,Sanyukt Kisan Vikas Party,25291,Lost
S04,Bihar,29,Nalanda,SURENDRA PRASAD,Al-Hind Party,18576,Lost
S04,Bihar,29,Nalanda,SHASHI KUMAR,Samaj Shakti Party,18480,Lost
S04,Bihar,29,Nalanda,PRAMOD KUMAR NIRALA,Bahujan Samaj Party,15332,Lost
S04,Bihar,29,Nalanda,AJEET KUMAR,Independent,14750,Lost
S04,Bihar,29,Nalanda,VINAY PRATAP SINGH,Rashtriya Sanatan Party,9602,Lost
S04,Bihar,29,Nalanda,SANJAY RAJESH,Karpoori Janta Dal,7887,Lost
S04,Bihar,29,Nalanda,SUDHIR DAS,Independent,6806,Lost
S04,Bihar,29,Nalanda,KANHAIYA LAL YADAV,Jagrook Janta Party,6692,Lost
S04,Bihar,29,Nalanda,SANYUKTA KUMARI,Independent,6238,Lost
S04,Bihar,29,Nalanda,AJIT KUMAR,Independent,5520,Lost
S04,Bihar,29,Nalanda,SHYAM SUNDAR PRASAD,Independent,3932,Lost
S04,Bihar,29,Nalanda,RAMESH KUMAR,Naki Bharatiya Ekta Party,3845,Lost
S04,Bihar,29,Nalanda,KISLAY KUMAR,Independent,3602,Lost
S04,Bihar,29,Nalanda,KESHO JAMADAR,Peoples Party of India (Democratic),3387,Lost
S04,Bihar,29,Nalanda,SURENDER SINGH,Independent,3345,Lost
S04,Bihar,29,Nalanda,DILIP KUMAR,Moolniwasi Samaj Party,2729,Lost
S04,Bihar,29,Nalanda,NAND KISHOR PARASAD,Pragatisheel Magahi Samaj,2468,Lost
S04,Bihar,29,Nalanda,NISHA RANJAN,Samata Party,2415,Lost
S04,Bihar,29,Nalanda,SHASHIRANJAN SUMAN,Independent,2340,Lost
S04,Bihar,29,Nalanda,GHANSHYAM PRASAD SINGH,Independent,2110,Lost
S04,Bihar,29,Nalanda,KUMAR HARI CHARAN SINGH YADAV,Bharatiya Momin Front,1980,Lost
S04,Bihar,29,Nalanda,MUNNA KUMAR,Sankhyanupati Bhagidari Party,1949,Lost
S04,Bihar,29,Nalanda,MUNNA KUMAR,Samajwadi Lok Parishad,1880,Lost
S04,Bihar,29,Nalanda,PAWAN KUMAR,Independent,1597,Lost
S04,Bihar,29,Nalanda,PUJA DEVI,Independent,1505,Lost
S04,Bihar,29,Nalanda,CHANDRA KISHOR PRASAD YADAV,Independent,1178,Lost
S04,Bihar,29,Nalanda,NOTA,NOTA,19217,NOTA
S04,Bihar,3,Purvi Champaran,RADHA MOHAN SINGH,Bharatiya Janata Party,542193,Won
S04,Bihar,3,Purvi Champaran,DR RAJESH KUMAR,Vikassheel Insaan Party,453906,Lost
S04,Bihar,3,Purvi Champaran,MOHAMMAD AJMER ALAM,Independent,13047,Lost
S04,Bihar,3,Purvi Champaran,VIJAY KUMAR SAHANI,Rashtriya Jansambhavna Party,8185,Lost
S04,Bihar,3,Purvi Champaran,RAJESH SINGH,Independent,7182,Lost
S04,Bihar,3,Purvi Champaran,GYANTI DEVI,Prabuddha Republican Party,7008,Lost
S04,Bihar,3,Purvi Champaran,PAWAN KUMAR,Bhartiya Sarthak Party,4914,Lost
S04,Bihar,3,Purvi Champaran,MUNESHWAR TIWARI,Independent,4022,Lost
S04,Bihar,3,Purvi Champaran,RAJESH KUMAR S/O GAGANLAL SAHNI,Independent,3934,Lost
S04,Bihar,3,Purvi Champaran,RAJESH KUMAR S/O VISHUN SAH,Independent,3492,Lost
S04,Bihar,3,Purvi Champaran,NAWAL KISHOR PRASAD,Viro Ke Vir Indian Party,3464,Lost
S04,Bihar,3,Purvi Champaran,NIKESH KUMAR,Independent,2553,Lost
S04,Bihar,3,Purvi Champaran,NOTA,NOTA,19788,NOTA
S04,Bihar,30,Patna Sahib,RAVI SHANKAR PRASAD,Bharatiya Janata Party,588270,Won
S04,Bihar,30,Patna Sahib,ANSHUL AVIJIT,Indian National Congress,434424,Lost
